code,description_en,description_no
72267100,"Maintenance of information technology software","Vedlikehold av IT-programvare"
72267200,"Repair of information technology software","Reparasjon av IT-programvare"
72268000,"Software supply services","Levering av programvare"
72300000,"Data services",Datatjenester
72310000,"Data-processing services",Databehandling
72311000,"Computer tabulation services","Tabulering av data"
72311100,"Data conversion services","Konvertering av data"
72311200,"Batch processing services","Databehandling, satsvis fil (batch)"
72311300,"Computer time-sharing services","Tjenester relatert til tidsdelt databehandling"
72312000,"Data entry services",Datainnlesing
72312100,"Data preparation services",Dataforberedelse
72312200,"Optical character recognition services","Optisk tegnlesing"
72313000,"Data capture services",Datafangst
72314000,"Data collection and collation services","Innsamling og bearbeiding av data"
72315000,"Data network management and support services","Datanettstyring og støttevirksomhet"
72315100,"Data network support services","Support av datanettverk"
72315200,"Data network management services","Drift av datanettverk"
72316000,"Data analysis services",Dataanalyse
72317000,"Data storage services",Datalagring
72318000,"Data transmission services",Dataoverføring
72319000,"Data supply services","Levering av data"
72320000,"Database services",Databasevirksomhet
72321000,"Added-value database services","Merverditjenester for databaser"
72322000,"Data management services",Dataadministrasjon
72330000,"Content or data standardization and classification services","Innholds- eller datanormering og klassifiseringstjenester"
72400000,"Internet services","Internett tjenester"
72410000,"Provider services","Tjenesteleverandør tjenester"
72411000,"Internet service providers ISP","Leverandør av internetttilgang (ISP)"
72412000,"Electronic mail service provider","Leverandør av e-post tjenester"
72413000,"World wide web (www) site design services","Designtjenester for nettsider (World wide web)"
72414000,"Web search engine providers","Leverandør av søkemotor for nettsøk"
72415000,"World wide web (www) site operation host services","Drift- og vertstjenester for nettsider (World wide web)"
72416000,"Application service providers","Leverandør av applikasjonstjenester"
72417000,"Internet domain names","Internett domenenavn"
72420000,"Internet development services",Internettutviklingsstjenester
72421000,"Internet or intranet client application development services","Utviklingstjenester relatert til inter- eller intranettklientapplikasjoner"
72422000,"Internet or intranet server application development services","Utviklingstjenester relatert til inter- eller intranettserverapplikasjoner"
72500000,"Computer-related services","Datamaskinrelaterte tjenester"
72510000,"Computer-related management services","Datamaskinrelaterte driftstjenester"
72511000,"Network management software services","Tjenester i forbindelse med nettverksadministrasjon"
72512000,"Document management services",Dokumenthåndteringstjenester
72513000,"Office automation services",Kontorautomatisering
72514000,"Computer facilities management services","Drift av dataanlegg"
72514100,"Facilities management services involving computer operation","Drift av anlegg og datamaskindrift"
72514200,"Facilities management services for computer systems development","Drift av anlegg for datasystemutvikling"
72514300,"Facilities management services for computer systems maintenance","Drift av dataanlegg i forbindelse med vedlikeholdstjenester av datasystemer"
72540000,"Computer upgrade services","Tjenester relatert til oppgradering av datamaskiner"
72541000,"Computer expansion services","Utvidelse av datamaskiner"
72541100,"Memory expansion services","Utvidelse av hukommelse"
72590000,"Computer-related professional services","Profesjonell servicevirksomhet i forbindelse med edb"
72591000,"Development of service level agreements","Utarbeidelse av serviceavtaler"
72600000,"Computer support and consultancy services","Support- og konsulentvirksomhet i forbindelse med edb"
72610000,"Computer support services","Datamaskin supporttjenester"
72611000,"Technical computer support services","Teknisk support i forbindelse med datamaskiner"
72700000,"Computer network services","Datamaskin nettverktjenester"
72710000,"Local area network services","LAN-tjenester, lokalnett"
72720000,"Wide area network services","WAN-tjenester, fjernnett"
72800000,"Computer audit and testing services","Tjenester i forbindelse med Datamaskinrevisjon og testing av datamaskiner"
72810000,"Computer audit services",Datamaskinrevisjon
72820000,"Computer testing services","Testing av datamaskiner"
72900000,"Computer back-up and catalogue conversion services","Tjenester i forbindelse med Back-up av data og Konvertering av datamaskinkatalog"
72910000,"Computer back-up services","Back-up-service av data"
72920000,"Computer catalogue conversion services","Konvertering av datamaskinkatalog"
73000000,"Research and development services and related consultancy services","Forsknings- og utviklingsvirksomhet og tilhørende konsulenttjenester"
73100000,"Research and experimental development services","Forskning og eksperimentell utvikling"
73110000,"Research services",Forskning
73111000,"Research laboratory services",Forskningslaboratorietjenester
73112000,"Marine research services",Havforskning
73120000,"Experimental development services","Eksperimentell utvikling"
73200000,"Research and development consultancy services","Konsulentvirksomhet i forbindelse med forskning og utvikling"
73210000,"Research consultancy services","Konsulentvirksomhet i forbindelse med forskning"
73220000,"Development consultancy services","Konsulentvirksomhet i forbindelse med utvikling"
73300000,"Design and execution of research and development","Planleggingsarbeid og utførelse av forskning og utvikling"
73400000,"Research and Development services on security and defence materials","Forsknings- og Utviklingstjenester av sikkerhets- og forsvarsmateriale"
73410000,"Military research and technology","Militær Forskning og Teknologi"
73420000,"Pre-feasibility study and technological demonstration","Tidlig gjennomførlighetsundersøkelse og teknologisk demonstrasjon"
73421000,"Development of security equipment","Utvikling av sikkerhetsutstyr"
73422000,"Development of firearms and ammunition","Utvikling av våpen og ammunisjon"
73423000,"Development of military vehicles","Utvikling av militære kjøretøy"
73424000,"Development of warships","Utvikling av krigsskip"
73425000,"Development of military aircrafts, missiles and spacecrafts","Utvikling av militære luftfartøy, missiler og romfartøy"
73426000,"Development of military electronic systems","Utvikling av militære elektroniske systemer"
73430000,"Test and evaluation","Test og evaluering"
73431000,"Test and evaluation of security equipment","Test og evaluering av sikkerhetsutstyr"
73432000,"Test and evaluation of firearms and ammunition","Test og evaluering av skytevåpen og ammunisjon"
73433000,"Test and evaluation of military vehicles","Test og evaluering av militære kjøretøy"
73434000,"Test and evaluation of warships","Test og evaluering av krigsskip"
73435000,"Test and evaluation of military aircrafts, missiles and spacecrafts","Test og evaluering av militære luftfartøy, missiler og romfartøy"
73436000,"Test and evaluation of military electronic systems","Test og evaluering av militære elektroniske systemer"
75000000,"Administration, defence and social security services","Offentlig administrasjon, forsvars og trygdetjenester"
75100000,"Administration services","Offentlig forvaltning"
75110000,"General public services","Allmenne offentlige tjenester"
75111000,"Executive and legislative services","Utøvende og lovgivende myndigheters tjenester"
75111100,"Executive services","Utøvende myndigheters tjenester"
75111200,"Legislative services","Lovgivende myndigheters tjenester"
75112000,"Administrative services for business operations","Administrative tjenester for virksomheter"
75112100,"Administrative development project services","Administrative tjenester vedrørende utviklingsprosjekter"
75120000,"Administrative services of agencies","Administrative byråtjenester"
75121000,"Administrative educational services","Administrative utdanningstjenester"
75122000,"Administrative healthcare services","Administrative helsetjenester"
75123000,"Administrative housing services","Administrative boligtjenester"
75124000,"Administrative recreational, cultural and religious services","Administrative tjenester i forbindelse med rekreasjon, kultur og religion"
75125000,"Administrative services related to tourism affairs","Administrative tjenester vedrørende turisme"
75130000,"Supporting services for the government","Støttetjenester for staten"
75131000,"Government services","Statlige tjenester"
75131100,"General personnel services for the government","Allmenne personaltjenester for staten"
75200000,"Provision of services to the community",Samfunnstjenester
75210000,"Foreign affairs and other services","Utenrikspolitisketjenester og andre tjenester"
75211000,"Foreign-affairs services",Utenrikspolitisketjenester
75211100,"Diplomatic services",Diplomatitjenester
75211110,"Consular services",Konsulattjenester
75211200,"Foreign economic-aid-related services","Tjenester vedrørende økonomisk hjelp til utlandet"
75211300,"Foreign military-aid-related services","Tjenester vedrørende militærhjelp til utlandet"
75220000,"Defence services",Forsvarstjenester
75221000,"Military defence services","Militære forsvarstjenester"
75222000,"Civil defence services",Sivilforsvarstjenester
75230000,"Justice services",Rettstjenester
75231000,"Judicial services","Juridiske tjenester"
75231100,"Law-courts-related administrative services","Administrative tjenester vedrørende domstoler"
75231200,"Services related to the detention or rehabilitation of criminals","Tjenester i tilknytning til forvaring eller rehabilitering av kriminelle"
75231210,"Imprisonment services","Tjenester i forbindelse med fengsling"
75231220,"Prisoner-escort services",Fangeledsagelse
75231230,"Prison services",Fengselstjenester
75231240,"Probation services",Tilsynsvergetjenester
75240000,"Public security, law and order services","Tjenester vedrørende allmenn sikkerhet, lov og orden"
75241000,"Public security services","Tjenester i forbindelse med allmenn sikkerhet"
75241100,"Police services",Polititjenester
75242000,"Public law and order services","Tjenester i forbindelse med allmenn lov og orden"
75242100,"Public-order services","Tjenester i forbindelse med allmenn orden"
75242110,"Bailiff services",Utpantingstjenster
75250000,"Fire-brigade and rescue services","Brannvesen og redningstjenester"
75251000,"Fire-brigade services","Tjenester utført av brannvesenet"
75251100,"Firefighting services",Brannbekjempelse
75251110,"Fire-prevention services",Brannforebygging
75251120,"Forest-firefighting services","Bekjempelse av skogbranner"
75252000,"Rescue services",Redningstjenester
75300000,"Compulsory social security services","Obligatorisk trygdetjenester"
75310000,"Benefit services",Bidragstjenester
75311000,"Sickness benefits",Sykebidrag
75312000,"Maternity benefits","Bidrag i forbindelse med svangerskap og fødsel"
75313000,"Disability benefits",Uføretrygd
75313100,"Temporary disablement benefits","Bidrag ved midlertidig uførhet"
75314000,"Unemployment compensation benefits",Arbeidsledighetstrygd
75320000,"Government employee pension schemes","Pensjonsordninger for statlige ansatte"
75330000,"Family allowances",Familiebidrag
75340000,"Child allowances",Barnebidrag
76000000,"Services related to the oil and gas industry","Tjenester i forbindelse med olje- og gass-industrien"
76100000,"Professional services for the gas industry","Fagtjenester knyttet til gassindustrien"
76110000,"Services incidental to gas extraction","Tjenester i forbindelse med gassutvinning"
76111000,"Regasification services","Tjenester knyttet til omdanning til gass"
76120000,"Diving services incidental to gas extraction","Dykking i forbindelse med gassutvinning"
76121000,"Subsea well diving services","Undervanns brønndykkertjenester"
76200000,"Professional services for the oil industry","Fagtjenester til oljeindustrien"
76210000,"Services incidental to oil extraction","Tjenester i forbindelse med oljeutvinning"
76211000,"Liner-hanger services","Tjenester i forbindelse med oppheng av fôringsrør"
76211100,"Lining services","Tjenesteytelser i forbindelse med foring av rør"
76211110,"Test pit lining services","Testtjenester for sjaktforing"
76211120,"Well site pit lining services","Brønnbeliggenhet og sjaktforingstjenester"
76211200,"Mudlogging services","Registreringstjenester av boreslam"
76300000,"Drilling services",Boretjenster
76310000,"Drilling services incidental to gas extraction","Boring i forbindelse med gassutvinning"
76320000,"Offshore drilling services",Offshoreboring
76330000,"Turbine drilling services",Turbinboring
76331000,"Coiled turbine drilling services","Spiralrullet turbinboretjenester"
76340000,"Core drilling",Kjerneboring
76400000,"Rig-positioning services","Posisjonering av boreplattformer"
76410000,"Well-casing and tubing services","Brønnforing og rørlegging"
76411000,"Well-casing services",Brønnforing
76411100,"Well-casing crew services","Mannskapstjenester for borerør"
76411200,"Well-casing planning services","Planleggingstjenester for borerør"
76411300,"Well-casing milling services","Tjenester for fresing av borerør"
76411400,"Well-casing completion services","Tjenester for ferdiggjøring av borerør"
76420000,"Well-cementing services","Sementering av brønner"
76421000,"Liner cementing services",Foringssementeringstjenester
76422000,"Plug cementing services",Pluggsementeringstjenester
76423000,"Foam cementing services",Skumsementeringstjenester
76430000,"Well-drilling and production services","Brønnboring- og produksjonstjenester"
76431000,"Well-drilling services",Brønnboringstjenester
76431100,"Well-drilling control services",Brønnboringskontrolltjenester
76431200,"Well-drilling pickup services","Brønnborings pickup-tjenester"
76431300,"Well-drilling laydown services","Brønnborings laydown-tjenester"
76431400,"Rathole well-drilling services","Rottehull (Rathole) brønnboringstjenester"
76431500,"Well-drilling supervision services","Overoppsynstjenester av brønnboring"
76431600,"Well-drilling rig monitor services","Kontrollørtjenester på brønnboringsrigg"
76440000,"Well-logging services","Registrering av brønn-data"
76441000,"Cased hole logging services","Loggingstjenester for Fôret borehull"
76442000,"Open hole logging services","Loggingstjenester for Åpent hull"
76443000,"Other logging services","Andre loggingstjenester"
76450000,"Well-management services","Forvaltning av brønner"
76460000,"Well-support services","Støttetjenester i forbindelse med brønner"
76470000,"Well-testing services","Testing av brønner"
76471000,"Well fracture testing services","Tjenester relatert til testing av brønnsprekker/brudd"
76472000,"Well site inspection or testing services","Tjenester relatert til brønninspeksjon/testing"
76473000,"Well equipment testing services","Tjenester relatert til testing av brønnutstyr"
76480000,"Tubing services",Rørlegging
76490000,"Well-completion services","Ferdigstilling av brønner"
76491000,"Well-plugging services","Plugging av brønner"
76492000,"Well-positioning services","Posisjonering av brønner"
76500000,"Onshore and offshore services","Onshore- og offshoreaktiviteter"
76510000,"Onshore services",Onshoreaktiviteter
76520000,"Offshore services",Offshoreaktiviteter
76521000,"Offshore installation services","Tjenester i forbindelse med offshoreanlegg"
76522000,"Offshore supply-vessel services","Tjenester utført av offshore forsyningsfartøyer"
76530000,"Downhole services",Borehullstjenester
76531000,"Downhole logging services",Borehullregistreringstjenester
76532000,"Downhole pumping services",Borehullspumpingstjenester
76533000,"Downhole recording services",Borehullregistreringsstjenester
76534000,"Downhole underreaming services","Tjenester relatert til underrømming/hullutviding av borehull"
76535000,"Downhole hole opening services","Tjenester relatert til åpning av borehull"
76536000,"Downhole vibration control services","Tjenester relatert til Borehullvibrasjonskontroll"
76537000,"Downhole tool services","Tjenester relatert til Borehullverktøy"
76537100,"Downhole oilifield tools services","Borehullstjenester i forbindelse med oljefeltsverktøy"
76600000,"Pipeline-inspection services","Inspeksjon av rørledninger"
77000000,"Agricultural, forestry, horticultural, aquacultural and apicultural services","Landbruk, skogbruk, hagebruk, akvakultur og bi-avltjenester"
77100000,"Agricultural services",Landbrukstjenester
77110000,"Services incidental to agricultural production","Tjenester i forbindelse med landbruksproduksjon"
77111000,"Hire of agricultural machinery with operator","Utleie av landbruksmaskiner med sjåfør"
77112000,"Hire of mowers or agricultural equipment with operator","Leasing eller utleie av høstemaskiner eller landbruksmaskiner med sjåfør"
77120000,"Composting services",Kompostering
77200000,"Forestry services",Skogbrukstjenster
77210000,"Logging services","Tømmerhogst og transport"
77211000,"Services incidental to logging","Tjenesteytelser i forbindelse med tømmerhogst"
77211100,"Timber harvesting services",Tømmerhogst
77211200,"Transport of logs within the forest","Transport av tømmer i skog"
77211300,"Tree-clearing services",Trerydding
77211400,"Tree-cutting services",Trefelling
77211500,"Tree-maintenance services","Pleie av trær"
77211600,"Tree seeding","Såing av trær"
77220000,"Timber-impregnation services","Impregnering av tømmer"
77230000,"Services incidental to forestry","Tjenester i forbindelse med skogbruk"
77231000,"Forestry management services","Administrasjon av skogbruk"
77231100,"Forest resources management services","Forvaltning av skogsressurser"
77231200,"Forest pest control services","Kontrolltjenester relatert til sykdom og skadedyr i skogen"
77231300,"Forest administration services",Skogsadministreringstjenester
77231400,"Forest inventory services",Skogsfortegnelsestjenester
77231500,"Forest monitoring or evaluation services","Skogovervåking og evalueringstjenester"
77231600,"Afforestation services",Skogplanting/nyplantingstjenester
77231700,"Forestry extension services",Skogbruksutvidelsestjenester
77231800,"Forest nursery management services","Forvaltningstjenester for skogplanteskole"
77231900,"Forest sectoral planning services","Planleggingstjenester for skogsområder"
77300000,"Horticultural services",Hagebrukstjenester
77310000,"Planting and maintenance services of green areas","Beplanting og vedlikehold av grøntområder"
77311000,"Ornamental and pleasure gardens maintenance services","Vedlikehold av utsmykkede hager og parkanlegg"
77312000,"Weed-clearance services","Fjerning av ugress"
77312100,"Weed-killing services",Ugressbekjempelse
77313000,"Parks maintenance services","Vedlikehold av parker"
77314000,"Grounds maintenance services","Vedlikehold av arealer"
77314100,"Grassing services","Anlegging av gressplener"
77315000,"Seeding services",Såing
77320000,"Sports fields maintenance services","Vedlikehold av idrettsplasser"
77330000,"Floral-display services",Blomsterdekorasjon
77340000,"Tree pruning and hedge trimming","Beskjæring av trær og klipping av hekker"
77341000,"Tree pruning","Beskjæring av trær"
77342000,"Hedge trimming","Klipping av hekker"
77400000,"Zoological services","Tjenester i forbindelse med dyr"
77500000,"Animal husbandry services",Husdyroppdrett
77510000,"Game-propagation services","Forvaltning av viltbestand"
77600000,"Hunting services",Jakttjenester
77610000,"Trapping services","Oppsetting av feller"
77700000,"Services incidental to fishing","Tjenester i forbindelse med fiske"
77800000,"Aquaculture services",Akvakulturtjenester
77810000,"Mariculture services",Havbrukstjenester
77820000,"Ostreiculture services","Oppdrettjenester i forbindelse med Østers"
77830000,"Shellfish culture services","Oppdrettjenester i forbindelse med Skalldyr"
77840000,"Shrimp farming services","Oppdrettjenester i forbindelse med Reker"
77850000,"Fish farming services","Oppdrettjenester i forbindelse med Fisk"
77900000,"Apiculture services",Biavltjenester
79000000,"Business services: law, marketing, consulting, recruitment, printing and security","Forretningstjenester: lov, reklame, rådgiving, ansettelse, trykking og sikkerhet"
79100000,"Legal services","Juridiske tjenester"
79110000,"Legal advisory and representation services","Juridisk rådgivning og representasjon"
79111000,"Legal advisory services","Juridisk rådgivning"
79112000,"Legal representation services","Juridisk representasjon"
79112100,"Stakeholders representation services","Tjenester som interessentrepresentant"
79120000,"Patent and copyright consultancy services","Konsulentvirksomhet i forbindelse med patenter og opphavsrett"
79121000,"Copyright consultancy services","Konsulentvirksomhet i forbindelse med opphavsrett"
79121100,"Software copyright consultancy services","Konsulentvirksomhet i forbindelse med programvareopphavsrett"
79130000,"Legal documentation and certification services","Utstedelse av juridisk dokumentasjon og sertifisering"
79131000,"Documentation services",Dokumentassjonstjenester
79132000,"Certification services",Sertifiseringstjenester
79132100,"Electronic signature certification services","Sertifiseringstjenester i forbindelse med elektroniske signaturer"
79140000,"Legal advisory and information services","Juridisk rådgivning og informasjonstjenester"
79200000,"Accounting, auditing and fiscal services","Regnskaps-, revisjons- og skattemessige tjenester"
79210000,"Accounting and auditing services","Regnskaps- og revisjonstjenester"
79211000,"Accounting services",Regnskapsføring
79211100,"Bookkeeping services",Bokføringstjenester
79211110,"Payroll management services","Administrasjon av lønninger"
79211120,"Sales and purchases recording services","Registrering av salg og kjøp"
79211200,"Compilation of financial statements services","Utarbeidelse av regnskapsoppgjør"
79212000,"Auditing services",Revisjonsvirksomhet
79212100,"Financial auditing services","Finansiell revisjonsvirksomhet"
79212110,"Corporate governance rating services","Klassifiseringstjenester i forbindelse med eierstyring og selskapsledelse (Corporate governance)"
79212200,"Internal audit services","Intern revisjonsvirksomhet"
79212300,"Statutory audit services","Tjenesteytelser i forbindelse med pliktrevisjon"
79212400,"Fraud audit services","Revisjon i forbindelse med bedrageri"
79212500,"Accounting review services","Tjenesteytelser i forbindelse med bokføringsrevisjon"
79220000,"Fiscal services","Skattemessige tjenesteytelser"
79221000,"Tax consultancy services",Skatterådgivning
79222000,"Tax-return preparation services","Tjenester i forbindelse med selvangivelse"
79223000,"Custom broker services",Kundebørsmeglertjenester
79300000,"Market and economic research; polling and statistics","Markeds- og økonomisk analyse; offentlig meningsmåling og statistikk"
79310000,"Market research services",Markedsanalyse
79311000,"Survey services",Rundspørringer
79311100,"Survey design services","Utforming av undersøkelse"
79311200,"Survey conduction services","Utførelse av undersøkelse"
79311210,"Telephone survey services","Spørreundersøkelser via telefon"
79311300,"Survey analysis services","Analyse av undersøkelse"
79311400,"Economic research services","Økonomisk undersøkelse"
79311410,"Economic impact assessment","Økonomisk innvirkningsanalyse"
79312000,"Market-testing services","Testing av markeder"
79313000,"Performance review services","Vurdering av resultater"
79314000,"Feasibility study",Gjennomførbarhetsundersøkelse
79315000,"Social research services",Sosialforskning
79320000,"Public-opinion polling services","Offentlig meningsmåling"
79330000,"Statistical services","Statistiske tjenesteytelser"
79340000,"Advertising and marketing services","Reklame og markedsføringstjenester"
79341000,"Advertising services",Reklamevirksomhet
79341100,"Advertising consultancy services","Konsulentvirksomhet i forbindelse med reklame"
79341200,"Advertising management services","Forvaltning av reklamevirksomhet"
79341400,"Advertising campaign services",Reklamekampanjetjenester
79341500,"Aeral advertising services","Reklametjenester (Aeral advertising)"
79342000,"Marketing services",Markedsføringstjenester
79342100,"Direct marketing services","Direkte markedsføring"
79342200,"Promotional services","Salgsfremmende tjenester"
79342300,"Customer services",Kundetjenester
79342310,"Customer survey services",Kundeundersøkelser
79342311,"Customer satisfaction survey",Kundetilfredshetsundersøkelser
79342320,"Customer-care services",Kundepleie
79342321,"Customer-loyalty programme",Kundelojalitetsprogrammer
79342400,"Auction services",Auksjonstjenester
79342410,"Electronic auction services","Elektronisk auksjonstjenester"
79400000,"Business and management consultancy and related services","Bedriftsrådgivning og administrativ rådgivning og beslektede tjenester"
79410000,"Business and management consultancy services","Bedriftsrådgivning og administrativ rådgivning"
79411000,"General management consultancy services","Vanlig bedriftsrådgivning"
79411100,"Business development consultancy services","Bedriftsutvikling og rådgivning"
79412000,"Financial management consultancy services","Rådgivning i forbindelse med økonomisk forvaltning"
79413000,"Marketing management consultancy services","Rådgivning innen markedsføring"
79414000,"Human resources management consultancy services","Rådgivning innen personalforvaltning"
79415000,"Production management consultancy services","Rådgivning innen produksjonsledelse"
79415200,"Design consultancy services","Konsulentvirksomhet i forbindelse med design"
79416000,"Public relations services",PR-virksomhet
79416100,"Public relations management services","Forvaltning av PR-virksomhet"
79416200,"Public relations consultancy services",PR-servicevirksomhet
79417000,"Safety consultancy services",Sikkerhetsrådgivning
79418000,"Procurement consultancy services","Rådgivning vedrørende innkjøp"
79419000,"Evaluation consultancy services","Rådgivning vedrørende evaluering"
79420000,"Management-related services","Ledelsesrelaterte tjenester"
79421000,"Project-management services other than for construction work","Prosjektledelse, med unntak av bygge- og anleggsarbeid"
79421100,"Project-supervision services other than for construction work","Prosjektkontroll, med unntak av bygge- og anleggsarbeid"
79421200,"Project-design services other than for construction work","Prosjektutforming, med unntak av bygge- og anleggsarbeid"
79422000,"Arbitration and conciliation services","Tjenester relatert til Voldgift og megling"
79430000,"Crisis management services",Krisehåndteringstjenester
79500000,"Office-support services",Kontorstøttetjenester
79510000,"Telephone-answering services",Telefonsvarertjenester
79511000,"Telephone operator services",Telefonisttjenester
79512000,"Call centre",Callsenter
79520000,"Reprographic services","Reprografiske tjenester"
79521000,"Photocopying services",Kopieringstjenester
79530000,"Translation services",Oversettelsestjenester
79540000,"Interpretation services",Tolkingstjenester
79550000,"Typing, word-processing and desktop publishing services","Maskinskriving, tekstbehandling og desktop publishing tjenester"
79551000,"Typing services",Maskinskriving
79552000,"Word-processing services",Tekstbehandling
79553000,"Desktop publishing services","Desktop publishing tjenester"
79560000,"Filing services",Arkiveringstjenester
79570000,"Mailing-list compilation and mailing services","Opprettelse/innsamling av postdistibusjonslister og postforsendelsestjenester"
79571000,"Mailing services",Postforsendelsestjenester
79600000,"Recruitment services",Rekrutteringstjenester
79610000,"Placement services of personnel",Arbeidsformidlingtjenester
79611000,"Job search services",Jobbsøkingstjenester
79612000,"Placement services of office-support personnel","Arbeidsformidling av kontorstøttepersonale"
79613000,"Employee relocation services","Flytting av personal"
79620000,"Supply services of personnel including temporary staff","Formidling av personale, inkludert midlertidig personale"
79621000,"Supply services of office personnel","Formidling av kontorpersonal"
79622000,"Supply services of domestic help personnel","Formidling av hushjelpspersonal"
79623000,"Supply services of commercial or industrial workers","Formidling av arbeidstakere til handel og industri"
79624000,"Supply services of nursing personnel","Formidling av pleiepersonal"
79625000,"Supply services of medical personnel","Formidling av medisinsk personal"
79630000,"Personnel services except placement and supply services","Personaltjenester unntatt arbeidsformidling og formidling"
79631000,"Personnel and payroll services","Tjenesteytelser i forbindelse med personal og lønninger"
79632000,"Personnel-training services","Utdannelse av personal"
79633000,"Staff development services",Personalutvikling
79634000,"Career guidance services",Karriererådgivertjenester
79635000,"Assessment centre services for recruitment","Bedømmelsessentertjenester i forbindelse med ansettelser"
79700000,"Investigation and security services","Etterforsknings- og sikkerhetstjenester"
79710000,"Security services",Sikkerhetstjenester
79711000,"Alarm-monitoring services",Alarmovervåkningstjenester
79713000,"Guard services",Vakttjenester
79714000,"Surveillance services",Overvåkningstjenester
79714100,"Tracing system services",Oppsporingstjenester
79714110,"Absconder-tracing services","Oppsporing av rømte personer"
79715000,"Patrol services",Patruljetjenester
79716000,"Identification badge release services","Tjenester for utgivelse av identifikasjonskort"
79720000,"Investigation services",Etterforskningstjenester
79721000,"Detective agency services",Detektivbyråtjenester
79722000,"Graphology services",Grafologitjenester
79723000,"Waste analysis services",Avfallsanalysetjenester
79800000,"Printing and related services","Trykking og relaterte tjenester"
79810000,"Printing services",Trykking
79811000,"Digital printing services",Digitaltrykkingstjenester
79812000,"Banknote printing services","Trykking av pengesedler"
79820000,"Services related to printing","Tjenester i tilknytning til trykking"
79821000,"Print finishing services","Ferdigbearbeiding av trykt materiale"
79821100,"Proofreading services",Korrekturlesingstjenester
79822000,"Composition services",Setting
79822100,"Print-plate making services","Fremstilling av trykkplater"
79822200,"Photogravure services",Fotogravering
79822300,"Typesetting services",Satsarbeid
79822400,"Lithographic services","Litografisk tjenester"
79822500,"Graphic design services","Grafisk design"
79823000,"Printing and delivery services","Trykking og levering"
79824000,"Printing and distribution services","Trykking og distribusjon"
79900000,"Miscellaneous business and business-related services","Diverse nærings- og næringsrelaterte tjenester"
79910000,"Management holdings services","Kapitalforvaltning med verdipapirer"
79920000,"Packaging and related services","Innpakking- og tilhørende tjenester"
79921000,"Packaging services",Innpakkingstjenster
79930000,"Specialty design services","Spesialiserte design tjenester"
79931000,"Interior decorating services",Interiør-/innrednignstjenester
79932000,"Interior design services",Interiørdesigntjenester
79933000,"Design support services","Støttetjenester i forbindelse med design"
79934000,"Furniture design services",Møbeldesigntjenester
79940000,"Collection agency services",Inkassovirksomhet
79941000,"Toll-collection services","Innkassering av avgifter"
79950000,"Exhibition, fair and congress organisation services","Organisering av utstillinger, messer og kongresser"
79951000,"Seminar organisation services","Organisering av seminarer"
79952000,"Event services","Organisering av arrangement"
79952100,"Cultural event organisation services","Organisering av kulturarrangement"
79953000,"Festival organisation services","Organisering av Festival"
79954000,"Party organisation services","Organisering av selskap"
79955000,"Fashion shows organisation services","Organisering av moteshow"
79956000,"Fair and exhibition organisation services","Organisering av messer og utstillinger"
79957000,"Auction organisation services","Organisering av Auksjoner"
79960000,"Photographic and ancillary services","Foto- og tilhørende tjenester"
79961000,"Photographic services","Fotografisk virksomhet"
79961100,"Advertising photography services",Reklamefotografering
79961200,"Aerial photography services",Luftfotografering
79961300,"Specialised photography services","Spesialoppgaver innenfor fotografering"
79961310,"Downhole photography services","Fotografering i borehull"
79961320,"Underwater photography services","Fotografering under vann"
79961330,"Microfilming services",Mikrofilming
79961340,"X-ray photography services",Røntgenfotografering
79961350,"Studio photography services",Studiofotograferingstjenester
79962000,"Photograph processing services",Filmfremkalling
79963000,"Photograph restoration, copying and retouching services","Restaurering, kopiering og retusjering av fotografier"
79970000,"Publishing services",Forlagsvirksomhet
79971000,"Bookbinding and finishing services","Bokbinding og ferdigbearbeiding"
79971100,"Book finishing services","Ferdigbearbeiding av bøker"
79971200,"Bookbinding services",Bokbinding
79972000,"Language dictionary publishing services","Utgivertjenester av språkordbok"
79972100,"Regional language dictionary publishing services","Utgivertjenester av ordbok på regionalspråk"
79980000,"Subscription services","Tjenesteytelser vedrørende abonnementer"
79990000,"Miscellaneous business-related services","Diverse næringsrelaterte tjenester"
79991000,"Stock-control services",Lagerstyring
79992000,"Reception services",Resepsjonstjenester
79993000,"Building and facilities management services","Administrasjon av bygninger og anlegg"
79993100,"Facilities management services","Administrasjon av anlegg"
79994000,"Contract administration services","Administrasjon av kontrakter"
79995000,"Library management services","Administrasjon av bibliotek"
79995100,"Archiving services",Arkiveringstjenester
79995200,"Cataloguing services",Katalogisering
79996000,"Business organisation services",Foretaksorganisasjonstjenester
79996100,"Records management",Arkiveringshåndtering
79997000,"Business travel services",Forretningsreisetjenester
79998000,"Coaching services",Coachingtjenester
79999000,"Scanning and invoicing services","Skannings- og faktureringstjenester"
79999100,"Scanning services",Skanningstjenester
79999200,"Invoicing services",Faktureringstjenester
80000000,"Education and training services","Tjenester i forbindelse med trening og utdannelse"
80100000,"Primary education services","Undervisning i grunnskolen"
80110000,"Pre-school education services",Førskoleundervisning
80200000,"Secondary education services","Undervisning på ungdomsskole/videregående nivå"
80210000,"Technical and vocational secondary education services","Teknisk og yrkesfaglig undervisning på ungdomsskole/videregående nivå"
80211000,"Technical secondary education services","Teknisk undervisning på ungdomsskole/videregående nivå"
80212000,"Vocational secondary education services","Yrkesfaglig undervisning på ungdomsskole/videregående nivå"
80300000,"Higher education services","Videregående utdannelse"
